Date,Frame,Class2,Condition
Apr02-03,390,1,Sunset/Moon
Apr02-03,395,1,Sunset/Moon
Apr02-03,400,1,Sunset/Moon
Apr02-03,405,1,Sunset/Moon
Apr02-03,410,1,Sunset/Moon
Apr02-03,415,1,Sunset/Moon
Apr02-03,420,1,Sunset/Moon
Apr02-03,425,1,Sunset/Moon
Apr02-03,430,1,Sunset/Moon
Apr02-03,435,1,Sunset/Moon
Apr02-03,440,1,Sunset/Moon
Apr02-03,445,1,Sunset/Moon
Apr02-03,450,1,Sunset/Moon
Apr02-03,455,1,Sunset/Moon
Apr02-03,460,1,Sunset/Moon
Apr02-03,465,1,Sunset/Moon
Apr02-03,470,1,Sunset/Moon
Apr02-03,475,1,Sunset/Moon
Apr02-03,480,1,Sunset/Moon
Apr02-03,485,1,Sunset/Moon
Apr02-03,490,1,Sunset/Moon
Apr02-03,495,1,Sunset/Moon
Apr02-03,500,1,Sunset/Moon
Apr02-03,505,1,Sunset/Moon
Apr02-03,510,1,Sunset/Moon
Apr02-03,515,1,Sunset/Moon
Apr02-03,520,1,Sunset/Moon
Apr02-03,525,1,Sunset/Moon
Apr02-03,530,1,Sunset/Moon
Apr02-03,535,1,Sunset/Moon
Apr02-03,540,1,Sunset/Moon
Apr02-03,545,1,Sunset/Moon
Apr02-03,550,1,Sunset/Moon
Apr02-03,555,1,Sunset/Moon
Apr02-03,560,1,Sunset/Moon
Apr02-03,565,1,Sunset/Moon
Apr02-03,570,1,Sunset/Moon
Apr02-03,575,1,Sunset/Moon
Apr02-03,580,1,Sunset/Moon
Apr02-03,585,1,Sunset/Moon
Apr02-03,590,1,Sunset/Moon
Apr02-03,595,1,Sunset/Moon
Apr02-03,600,1,Sunset/Moon
Apr02-03,605,1,Sunset/Moon
Apr02-03,610,1,Sunset/Moon
Apr02-03,615,1,Sunset/Moon
Apr02-03,620,1,Sunset/Moon
Apr02-03,625,1,Sunset/Moon
Apr02-03,630,1,Sunset/Moon
Apr02-03,635,1,Sunset/Moon
Apr02-03,640,1,Sunset/Moon
Apr02-03,645,1,Sunset/Moon
Apr02-03,650,1,Sunset/Moon
Apr02-03,655,1,Sunset/Moon
Apr02-03,660,1,Sunset/Moon
Apr02-03,665,1,Sunset/Moon
Apr02-03,670,1,Sunset/Moon
Apr02-03,675,1,Sunset/Moon
Apr02-03,680,1,Sunset/Moon
Apr02-03,685,1,Sunset/Moon
Apr02-03,690,1,Sunset/Moon
Apr02-03,695,1,Sunset/Moon
Apr02-03,700,1,Sunset/Moon
Apr02-03,705,1,Sunset/Moon
Apr02-03,710,1,Sunset/Moon
Apr02-03,715,1,Sunset/Moon
Apr02-03,720,1,Sunset/Moon
Apr02-03,725,1,Sunset/Moon
Apr02-03,730,1,Sunset/Moon
Apr02-03,735,1,Sunset/Moon
Apr02-03,740,1,Sunset/Moon
Apr02-03,745,1,Sunset/Moon
Apr02-03,750,1,Sunset/Moon
Apr02-03,755,1,Sunset/Moon
Apr02-03,760,1,Sunset/Moon
Apr02-03,765,1,Sunset/Moon
Apr02-03,770,1,Sunset/Moon
Apr02-03,775,1,Sunset/Moon
Apr02-03,780,1,Sunset/Moon
Apr02-03,785,1,Sunset/Moon
Apr02-03,790,1,Sunset/Moon
Apr02-03,795,1,Sunset/Moon
Apr02-03,800,1,Sunset/Moon
Apr02-03,805,1,Sunset/Moon
Apr02-03,810,1,Sunset/Moon
Apr02-03,815,1,Sunset/Moon
Apr02-03,820,1,Sunset/Moon
Apr02-03,825,1,Sunset/Moon
Apr02-03,830,1,Sunset/Moon
Apr02-03,835,1,Sunset/Moon
Apr02-03,840,1,Sunset/Moon
Apr02-03,845,1,Sunset/Moon
Apr02-03,850,1,Sunset/Moon
Apr02-03,855,1,Sunset/Moon
Apr02-03,860,1,Sunset/Moon
Apr02-03,865,1,Sunset/Moon
Apr02-03,870,1,Sunset/Moon
Apr02-03,875,1,Sunset/Moon
Apr02-03,880,1,Sunset/Moon
Apr02-03,885,1,Sunset/Moon
Apr02-03,890,1,Sunset/Moon
Apr02-03,895,1,Sunset/Moon
Apr02-03,900,1,Sunset/Moon
Apr02-03,905,1,Sunset/Moon
Apr02-03,910,1,Sunset/Moon
Apr02-03,915,1,Sunset/Moon
Apr02-03,920,1,Sunset/Moon
Apr02-03,925,1,Sunset/Moon
Apr02-03,930,1,Sunset/Moon
Apr02-03,935,1,Sunset/Moon
Apr02-03,940,1,Sunset/Moon
Apr02-03,945,1,Sunset/Moon
Apr02-03,950,1,Sunset/Moon
Apr02-03,955,1,Sunset/Moon
Apr02-03,960,1,Sunset/Moon
Apr02-03,965,1,Sunset/Moon
Apr02-03,970,1,Sunset/Moon
Apr02-03,975,1,Sunset/Moon
Apr02-03,980,1,Sunset/Moon
Apr02-03,985,1,Sunset/Moon
Apr02-03,990,1,Sunset/Moon
Apr02-03,995,1,Sunset/Moon
Apr02-03,1000,1,Sunset/Moon
Apr02-03,1005,1,Sunset/Moon
Apr02-03,1010,1,Sunset/Moon
Apr02-03,1015,1,Sunset/Moon
Apr02-03,1020,1,Sunset/Moon
Apr02-03,1025,1,Sunset/Moon
Apr02-03,1030,1,Sunset/Moon
Apr02-03,1035,1,Sunset/Moon
Apr02-03,1040,1,Sunset/Moon
Apr02-03,1045,1,Sunset/Moon
Apr02-03,1050,1,Sunset/Moon
Apr02-03,1055,1,Sunset/Moon
Apr02-03,1060,1,Sunset/Moon
Apr02-03,1065,1,Sunset/Moon
Apr02-03,1070,1,Sunset/Moon
Apr02-03,1075,1,Sunset/Moon
Apr02-03,1080,1,Sunset/Moon
Apr02-03,1085,1,Sunset/Moon
Apr02-03,1090,1,Sunset/Moon
Apr02-03,1095,1,Sunset/Moon
Apr02-03,1100,1,Sunset/Moon
Apr02-03,1105,1,Sunset/Moon
Apr02-03,1110,1,Sunset/Moon
Apr02-03,1115,1,Sunset/Moon
Apr02-03,1120,1,Sunset/Moon
Apr02-03,1125,1,Sunset/Moon
Apr02-03,1130,1,Sunset/Moon
Apr02-03,1135,1,Sunset/Moon
Apr02-03,1140,1,Sunset/Moon
Apr02-03,1145,1,Sunset/Moon
Apr02-03,1150,1,Sunset/Moon
Apr02-03,1155,1,Sunset/Moon
Apr02-03,1160,1,Sunset/Moon
Apr02-03,1165,1,Sunset/Moon
Apr02-03,1170,1,Sunset/Moon
Apr02-03,1175,1,Sunset/Moon
Apr02-03,1180,1,Sunset/Moon
Apr02-03,1185,1,Sunset/Moon
Apr02-03,1190,1,Sunset/Moon
Apr02-03,1195,1,Sunset/Moon
Apr02-03,1200,1,Sunset/Moon
Apr02-03,1205,1,Sunset/Moon
Apr02-03,1210,1,Sunset/Moon
Apr02-03,1215,1,Sunset/Moon
Apr02-03,1220,1,Sunset/Moon
Apr02-03,1225,1,Sunset/Moon
Apr02-03,1230,1,Sunset/Moon
Apr02-03,1235,1,Sunset/Moon
Apr02-03,1240,1,Sunset/Moon
Apr02-03,1245,1,Sunset/Moon
Apr02-03,1250,1,Sunset/Moon
Apr02-03,1255,1,Sunset/Moon
Apr02-03,1260,1,Sunset/Moon
Apr02-03,1265,1,Sunset/Moon
Apr02-03,1270,1,Sunset/Moon
Apr02-03,1275,1,Sunset/Moon
Apr02-03,1280,1,Sunset/Moon
Apr02-03,1285,1,Sunset/Moon
Apr02-03,1290,1,Sunset/Moon
Apr02-03,1295,1,Sunset/Moon
Apr02-03,1300,1,Sunset/Moon
Apr02-03,1305,1,Sunset/Moon
Apr02-03,1310,1,Sunset/Moon
Apr02-03,1315,1,Sunset/Moon
Apr02-03,1320,1,Sunset/Moon
Apr02-03,1325,1,Sunset/Moon
Apr02-03,1330,1,Sunset/Moon
Apr02-03,1335,1,Sunset/Moon
Apr02-03,1340,1,Sunset/Moon
Apr02-03,1345,1,Sunset/Moon
Apr02-03,1350,1,Sunset/Moon
Apr02-03,1355,1,Sunset/Moon
Apr02-03,1360,1,Sunset/Moon
Apr02-03,1365,1,Sunset/Moon
Apr02-03,1370,1,Sunset/Moon
Apr02-03,1375,1,Sunset/Moon
Apr02-03,1380,1,Sunset/Moon
Apr02-03,1385,1,Sunset/Moon
Apr02-03,1390,1,Sunset/Moon
Apr02-03,1395,1,Sunset/Moon
Apr02-03,1400,1,Sunset/Moon
Apr02-03,1405,1,Sunset/Moon
Apr02-03,1410,1,Sunset/Moon
Apr02-03,1415,1,Sunset/Moon
Apr02-03,1420,1,Sunset/Moon
Apr02-03,1425,1,Sunset/Moon
Apr02-03,1430,1,Sunset/Moon
Apr02-03,1435,1,Sunset/Moon
Apr02-03,1440,1,Sunset/Moon
Apr02-03,1445,1,Sunset/Moon
Apr02-03,1450,1,Sunset/Moon
Apr02-03,1455,1,Sunset/Moon
Apr02-03,1460,1,Sunset/Moon
Apr02-03,1465,1,Sunset/Moon
Apr02-03,1470,1,Sunset/Moon
Apr02-03,1475,1,Sunset/Moon
Apr02-03,1480,1,Sunset/Moon
Apr02-03,1485,1,Sunset/Moon
Apr02-03,1490,1,Sunset/Moon
Apr02-03,1495,1,Sunset/Moon
Apr02-03,1500,1,Sunset/Moon
Apr02-03,1505,1,Sunset/Moon
Apr02-03,1510,1,Sunset/Moon
Apr02-03,1515,1,Sunset/Moon
Apr02-03,1520,1,Sunset/Moon
Apr02-03,1525,1,Sunset/Moon
Apr02-03,1530,1,Sunset/Moon
Apr02-03,1535,1,Sunset/Moon
Apr02-03,1540,1,Sunset/Moon
Apr02-03,1545,1,Sunset/Moon
Apr02-03,1550,1,Sunset/Moon
Apr02-03,1555,1,Sunset/Moon
Apr02-03,1560,1,Sunset/Moon
Apr02-03,1565,1,Sunset/Moon
Apr02-03,1570,1,Sunset/Moon
Apr02-03,1575,1,Sunset/Moon
Apr02-03,1580,1,Sunset/Moon
Apr02-03,1585,1,Sunset/Moon
Apr02-03,1590,1,Sunset/Moon
Apr02-03,1595,1,Sunset/Moon
Apr02-03,1600,1,Sunset/Moon
Apr02-03,1605,1,Sunset/Moon
Apr02-03,1610,1,Sunset/Moon
Apr02-03,1615,1,Sunset/Moon
Apr02-03,1620,1,Sunset/Moon
Apr02-03,1625,1,Sunset/Moon
Apr02-03,1630,1,Sunset/Moon
Apr02-03,1635,1,Sunset/Moon
Apr02-03,1640,1,Sunset/Moon
Apr02-03,1645,1,Sunset/Moon
Apr02-03,1650,1,Sunset/Moon
Apr02-03,1700,0,Clear
Apr02-03,1705,0,Clear
Apr02-03,1710,0,Clear
Apr02-03,1715,0,Clear
Apr02-03,1720,0,Clear
Apr02-03,1725,0,Clear
Apr02-03,1730,0,Clear
Apr02-03,1735,0,Clear
Apr02-03,1740,0,Clear
Apr02-03,1745,0,Clear
Apr02-03,1750,0,Clear
Apr02-03,1755,0,Clear
Apr02-03,1760,0,Clear
Apr02-03,1765,0,Clear
Apr02-03,1770,0,Clear
Apr02-03,1775,0,Clear
Apr02-03,1780,0,Clear
Apr02-03,1785,0,Clear
Apr02-03,1790,0,Clear
Apr02-03,1795,0,Clear
Apr02-03,1800,0,Clear
Apr02-03,1805,0,Clear
Apr02-03,1810,0,Clear
Apr02-03,1815,0,Clear
Apr02-03,1820,0,Clear
Apr02-03,1825,0,Clear
Apr02-03,1830,0,Clear
Apr02-03,1835,0,Clear
Apr02-03,1840,0,Clear
Apr02-03,1845,0,Clear
Apr02-03,1850,0,Clear
Apr02-03,1855,0,Clear
Apr02-03,1860,0,Clear
Apr02-03,1865,0,Clear
Apr02-03,1870,0,Clear
Apr02-03,1875,0,Clear
Apr02-03,1880,0,Clear
Apr02-03,1885,0,Clear
Apr02-03,1890,0,Clear
Apr02-03,1895,0,Clear
Apr02-03,1900,0,Clear
Apr02-03,1905,0,Clear
Apr02-03,1910,0,Clear
Apr02-03,1915,0,Clear
Apr02-03,1920,0,Clear
Apr02-03,1925,0,Clear
Apr02-03,1930,0,Clear
Apr02-03,1935,0,Clear
Apr02-03,1940,0,Clear
Apr02-03,1945,0,Clear
Apr02-03,1950,0,Clear
Apr02-03,1955,0,Clear
Apr02-03,1960,0,Clear
Apr02-03,1965,0,Clear
Apr02-03,1970,0,Clear
Apr02-03,1975,0,Clear
Apr02-03,1980,0,Clear
Apr02-03,1985,0,Clear
Apr02-03,1990,0,Clear
Apr02-03,1995,0,Clear
Apr02-03,2000,0,Clear
Apr02-03,2005,0,Clear
Apr02-03,2010,0,Clear
Apr02-03,2015,0,Clear
Apr02-03,2020,0,Clear
Apr02-03,2025,0,Clear
Apr02-03,2030,0,Clear
Apr02-03,2035,0,Clear
Apr02-03,2040,0,Clear
Apr02-03,2045,0,Clear
Apr02-03,2050,0,Clear
Apr02-03,2055,0,Clear
Apr02-03,2060,0,Clear
Apr02-03,2065,0,Clear
Apr02-03,2070,0,Clear
Apr02-03,2075,0,Clear
Apr02-03,2080,0,Clear
Apr02-03,2085,0,Clear
Apr02-03,2090,0,Clear
Apr02-03,2095,0,Clear
Apr02-03,2100,0,Clear
Apr02-03,2105,0,Clear
Apr02-03,2110,0,Clear
Apr02-03,2115,0,Clear
Apr02-03,2120,0,Clear
Apr02-03,2125,0,Clear
Apr02-03,2130,0,Clear
Apr02-03,2135,0,Clear
Apr02-03,2140,0,Clear
Apr02-03,2145,0,Clear
Apr02-03,2150,0,Clear
Apr02-03,2155,0,Clear
Apr02-03,2160,0,Clear
Apr02-03,2165,0,Clear
Apr02-03,2170,0,Clear
Apr02-03,2175,0,Clear
Apr02-03,2180,0,Clear
Apr02-03,2185,0,Clear
Apr02-03,2190,0,Clear
Apr02-03,2195,0,Clear
Apr02-03,2200,0,Clear
Apr02-03,2205,0,Clear
Apr02-03,2210,0,Clear
Apr02-03,2215,0,Clear
Apr02-03,2220,0,Clear
Apr02-03,2225,0,Clear
Apr02-03,2230,0,Clear
Apr02-03,2235,0,Clear
Apr02-03,2240,0,Clear
Apr02-03,2245,0,Clear
Apr02-03,2250,0,Clear
Apr02-03,2255,0,Clear
Apr02-03,2260,0,Clear
Apr02-03,2265,0,Clear
Apr02-03,2270,0,Clear
Apr02-03,2275,0,Clear
Apr02-03,2280,0,Clear
Apr02-03,2285,0,Clear
Apr02-03,2290,0,Clear
Apr02-03,2295,0,Clear
Apr02-03,2300,0,Clear
Apr02-03,2305,0,Clear
Apr02-03,2310,0,Clear
Apr02-03,2315,0,Clear
Apr02-03,2320,0,Clear
Apr02-03,2325,0,Clear
Apr02-03,2330,0,Clear
Apr02-03,2335,0,Clear
Apr02-03,2340,0,Clear
Apr02-03,2345,0,Clear
Apr02-03,2350,0,Clear
Apr02-03,2355,0,Clear
Apr02-03,2360,0,Clear
Apr02-03,2365,0,Clear
Apr02-03,2370,0,Clear
Apr02-03,2375,0,Clear
Apr02-03,2380,0,Clear
Apr02-03,2385,0,Clear
Apr02-03,2390,0,Clear
Apr02-03,2395,0,Clear
Apr02-03,2400,0,Clear
Apr02-03,2405,0,Clear
Apr02-03,2410,0,Clear
Apr02-03,2415,0,Clear
Apr02-03,2420,0,Clear
Apr02-03,2425,0,Clear
Apr02-03,2430,0,Clear
Apr02-03,2435,0,Clear
Apr02-03,2440,0,Clear
Apr02-03,2445,0,Clear
Apr02-03,2450,0,Clear
Apr02-03,2455,0,Clear
Apr02-03,2460,0,Clear
Apr02-03,2465,0,Clear
Apr02-03,2470,0,Clear
Apr02-03,2475,0,Clear
Apr02-03,2480,0,Clear
Apr02-03,2485,0,Clear
Apr02-03,2490,0,Clear
Apr02-03,2495,0,Clear
Apr02-03,2500,0,Clear
Apr02-03,2505,0,Clear
Apr02-03,2510,0,Clear
Apr02-03,2515,0,Clear
Apr02-03,2520,0,Clear
Apr02-03,2525,0,Clear
Apr02-03,2530,0,Clear
Apr02-03,2535,0,Clear
Apr02-03,2540,0,Clear
Apr02-03,2545,0,Clear
Apr02-03,2550,0,Clear
Apr02-03,2555,0,Clear
Apr02-03,2560,0,Clear
Apr02-03,2565,0,Clear
Apr02-03,2570,0,Clear
Apr02-03,2575,0,Clear
Apr02-03,2580,0,Clear
Apr02-03,2585,0,Clear
Apr02-03,2590,0,Clear
Apr02-03,2595,0,Clear
Apr02-03,2600,0,Clear
Apr02-03,2605,0,Clear
Apr02-03,2610,0,Clear
Apr02-03,2615,0,Clear
Apr02-03,2620,0,Clear
Apr02-03,2625,0,Clear
Apr02-03,2630,0,Clear
Apr02-03,2635,0,Clear
Apr02-03,2640,0,Clear
Apr02-03,2645,0,Clear
Apr02-03,2650,0,Clear
Apr02-03,2655,0,Clear
Apr02-03,2660,0,Clear
Apr02-03,2665,0,Clear
Apr02-03,2670,0,Clear
Apr02-03,2675,0,Clear
Apr02-03,2680,0,Clear
Apr02-03,2685,0,Clear
Apr02-03,2690,0,Clear
Apr02-03,2695,0,Clear
Apr02-03,2700,0,Clear
Apr02-03,2705,0,Clear
Apr02-03,2710,0,Clear
Apr02-03,2715,0,Clear
Apr02-03,2720,0,Clear
Apr02-03,2725,0,Clear
Apr02-03,2730,0,Clear
Apr02-03,2735,0,Clear
Apr02-03,2740,0,Clear
Apr02-03,2745,0,Clear
Apr02-03,2750,0,Clear
Apr02-03,2755,0,Clear
Apr02-03,2760,0,Clear
Apr02-03,2765,0,Clear
Apr02-03,2770,0,Clear
Apr02-03,2775,0,Clear
Apr02-03,2780,0,Clear
Apr02-03,2785,0,Clear
Apr02-03,2790,0,Clear
Apr02-03,2795,0,Clear
Apr02-03,2800,0,Clear
Apr02-03,2805,0,Clear
Apr02-03,2810,0,Clear
Apr02-03,2815,0,Clear
Apr02-03,2820,0,Clear
Apr02-03,2825,0,Clear
Apr02-03,2830,0,Clear
Apr02-03,2835,0,Clear
Apr02-03,2840,0,Clear
Apr02-03,2845,0,Clear
Apr02-03,2850,0,Clear
Apr02-03,2855,0,Clear
Apr02-03,2860,0,Clear
Apr02-03,2865,0,Clear
Apr02-03,2870,0,Clear
Apr02-03,2875,0,Clear
Apr02-03,2880,0,Clear
Apr02-03,2885,0,Clear
Apr02-03,2890,0,Clear
Apr02-03,2895,0,Clear
Apr02-03,2900,0,Clear
Apr02-03,2905,0,Clear
Apr02-03,2910,0,Clear
Apr02-03,2915,0,Clear
Apr02-03,2920,0,Clear
Apr02-03,2925,0,Clear
Apr02-03,2930,0,Clear
Apr02-03,2935,0,Clear
Apr02-03,2940,0,Clear
Apr02-03,2945,0,Clear
Apr02-03,2950,0,Clear
Apr02-03,2955,0,Clear
Apr02-03,2960,0,Clear
Apr02-03,2965,0,Clear
Apr02-03,2970,0,Clear
Apr02-03,2975,0,Clear
Apr02-03,2980,0,Clear
Apr02-03,2985,0,Clear
Apr02-03,2990,0,Clear
Apr02-03,2995,0,Clear
Apr02-03,3000,0,Clear
Apr02-03,3005,0,Clear
Apr02-03,3010,0,Clear
Apr02-03,3015,0,Clear
Apr02-03,3020,0,Clear
Apr02-03,3025,0,Clear
Apr02-03,3030,0,Clear
Apr02-03,3035,0,Clear
Apr02-03,3040,0,Clear
Apr02-03,3045,0,Clear
Apr02-03,3050,0,Clear
Apr02-03,3055,0,Clear
Apr02-03,3060,0,Clear
Apr02-03,3065,0,Clear
Apr02-03,3070,0,Clear
Apr02-03,3075,0,Clear
Apr02-03,3080,0,Clear
Apr02-03,3085,0,Clear
Apr02-03,3090,0,Clear
Apr02-03,3095,0,Clear
Apr02-03,3100,0,Clear
Apr02-03,3105,0,Clear
Apr02-03,3110,0,Clear
Apr02-03,3115,0,Clear
Apr02-03,3120,0,Clear
Apr02-03,3125,0,Clear
Apr02-03,3130,0,Clear
Apr02-03,3135,0,Clear
Apr02-03,3140,0,Clear
Apr02-03,3500,1,Sunrise 
Apr02-03,3505,1,Sunrise 
Apr02-03,3510,1,Sunrise 
Apr02-03,3515,1,Sunrise 
Apr02-03,3520,1,Sunrise 
Apr02-03,3525,1,Sunrise 
Apr02-03,3530,1,Sunrise 
Apr02-03,3535,1,Sunrise 
Apr02-03,3540,1,Sunrise 
Apr02-03,3545,1,Sunrise 
Apr02-03,3550,1,Sunrise 
Apr02-03,3555,1,Sunrise 
Apr02-03,3560,1,Sunrise 
Apr02-03,3565,1,Sunrise 
Apr02-03,3570,1,Sunrise 
Apr02-03,3575,1,Sunrise 
Apr02-03,3580,1,Sunrise 
Apr02-03,3585,1,Sunrise 
Apr02-03,3590,1,Sunrise 
Apr02-03,3595,1,Sunrise 
Apr02-03,3600,1,Sunrise 
Apr02-03,3605,1,Sunrise 
Apr02-03,3610,1,Sunrise 
Apr02-03,3615,1,Sunrise 
Apr02-03,3620,1,Sunrise 
Apr02-03,3625,1,Sunrise 
Apr02-03,3630,1,Sunrise 
Apr02-03,3635,1,Sunrise 
Apr02-03,3640,1,Sunrise 
Apr02-03,3645,1,Sunrise 
Apr02-03,3650,1,Sunrise 
Apr02-03,3655,1,Sunrise 
Apr02-03,3660,1,Sunrise 
Apr02-03,3665,1,Sunrise 
Apr02-03,3670,1,Sunrise 
Apr02-03,3675,1,Sunrise 
Apr02-03,3680,1,Sunrise 
Apr02-03,3685,1,Sunrise 
Apr02-03,3690,1,Sunrise 
Apr02-03,3695,1,Sunrise 
Apr02-03,3700,1,Sunrise 
Apr02-03,3705,1,Sunrise 
Apr02-03,3710,1,Sunrise 
Apr02-03,3715,1,Sunrise 
Apr02-03,3720,1,Sunrise 
Apr02-03,3725,1,Sunrise 
Apr02-03,3730,1,Sunrise 
Apr02-03,3735,1,Sunrise 
Apr02-03,3740,1,Sunrise 
Apr02-03,3745,1,Sunrise 
Apr02-03,3750,1,Sunrise 
Apr11-12,0,1,computer crashed
Apr11-12,5,1,computer crashed
Apr11-12,10,1,computer crashed
Apr11-12,15,1,computer crashed
Apr11-12,20,1,computer crashed
Apr11-12,25,1,computer crashed
Apr11-12,30,1,computer crashed
Apr11-12,35,1,computer crashed
Apr11-12,40,1,computer crashed
Apr11-12,45,1,computer crashed
May17-18,2000,0,Clear
May17-18,2005,0,Clear
May17-18,2010,0,Clear
May17-18,2015,0,Clear
May17-18,2020,0,Clear
May17-18,2025,0,Clear
May17-18,2030,0,Clear
May17-18,2035,0,Clear
May17-18,2040,0,Clear
May17-18,2045,0,Clear
May17-18,2050,0,Clear
May17-18,2055,0,Clear
May17-18,2060,0,Clear
May17-18,2065,0,Clear
May17-18,2070,0,Clear
May17-18,2075,0,Clear
May17-18,2080,0,Clear
May17-18,2085,0,Clear
May17-18,2090,0,Clear
May17-18,2095,0,Clear
May17-18,2100,0,Clear
May17-18,2105,0,Clear
May17-18,2110,0,Clear
May17-18,2115,0,Clear
May17-18,2120,0,Clear
May17-18,2125,0,Clear
May17-18,2130,0,Clear
May17-18,2135,0,Clear
May17-18,2140,0,Clear
May17-18,2145,0,Clear
May17-18,2150,0,Clear
May17-18,2155,0,Clear
May17-18,2160,0,Clear
May17-18,2165,0,Clear
May17-18,2170,0,Clear
May17-18,2175,0,Clear
May17-18,2180,0,Clear
May17-18,2185,0,Clear
May17-18,2190,0,Clear
May17-18,2195,0,Clear
May17-18,2200,0,Clear
May17-18,2205,0,Clear
May17-18,2210,0,Clear
May17-18,2215,0,Clear
May17-18,2220,0,Clear
May17-18,2225,0,Clear
May17-18,2230,0,Clear
May17-18,2235,0,Clear
May17-18,2240,0,Clear
May17-18,2245,0,Clear
May17-18,2250,0,Clear
May17-18,2255,0,Clear
May17-18,2260,0,Clear
May17-18,2265,0,Clear
May17-18,2270,0,Clear
May17-18,2275,0,Clear
May17-18,2280,0,Clear
May17-18,2285,0,Clear
May17-18,2290,0,Clear
May17-18,2295,0,Clear
May17-18,2300,0,Clear
May17-18,2305,0,Clear
May17-18,2310,0,Clear
May17-18,2315,0,Clear
May17-18,2320,0,Clear
May17-18,2325,0,Clear
May17-18,2330,0,Clear
May17-18,2335,0,Clear
May17-18,2340,0,Clear
May17-18,2345,0,Clear
May17-18,2350,0,Clear
May17-18,2355,0,Clear
May17-18,2360,0,Clear
May17-18,2365,0,Clear
May17-18,2370,0,Clear
May17-18,2375,0,Clear
May17-18,2380,0,Clear
May17-18,2385,0,Clear
May17-18,2390,0,Clear
May17-18,2395,0,Clear
May17-18,2400,0,Clear
May17-18,2405,0,Clear
May17-18,2410,0,Clear
May17-18,2415,0,Clear
May17-18,2420,0,Clear
May17-18,2425,0,Clear
May17-18,2430,0,Clear
May17-18,2435,0,Clear
May17-18,2440,0,Clear
May17-18,2445,0,Clear
May17-18,2450,0,Clear
May17-18,2455,0,Clear
May17-18,2460,0,Clear
May17-18,2465,0,Clear
May17-18,2470,0,Clear
May17-18,2475,0,Clear
May17-18,2480,0,Clear
May17-18,2485,0,Clear
May17-18,2490,0,Clear
May17-18,2495,0,Clear
May17-18,2500,0,Clear
May17-18,2505,0,Clear
May17-18,2510,0,Clear
May17-18,2515,0,Clear
