Date,Frame,Class2,Condition
May27-28,615,1,Moon
May27-28,620,1,Moon
May27-28,625,1,Moon
May27-28,630,1,Moon
May27-28,635,1,Moon
May27-28,640,1,Moon
May27-28,645,1,Moon
May27-28,650,1,Moon
May27-28,655,1,Moon
May27-28,660,1,Moon
May27-28,665,1,Moon
May27-28,670,1,Moon
May27-28,675,1,Moon
May27-28,680,1,Moon
May27-28,685,1,Moon
May27-28,690,1,Moon
May27-28,695,1,Moon
May27-28,700,1,Moon
May27-28,705,1,Moon
May27-28,710,1,Moon
May27-28,715,1,Moon
May27-28,720,1,Moon
May27-28,725,1,Moon
May27-28,730,1,Moon
May27-28,735,1,Moon
May27-28,740,1,Moon
May27-28,745,1,Moon
May27-28,750,1,Moon
May27-28,755,1,Moon
May27-28,760,1,Moon
May27-28,765,1,Moon
May27-28,770,1,Moon
May27-28,775,1,Moon
May27-28,780,1,Moon
May27-28,785,1,Moon
May27-28,790,1,Moon
May27-28,795,1,Moon
May27-28,800,1,Moon
May27-28,805,1,Moon
May27-28,810,1,Moon
May27-28,815,1,Moon
May27-28,820,1,Moon
May27-28,825,1,Moon
May27-28,830,1,Moon
May27-28,835,1,Moon
May27-28,840,1,Moon
May27-28,845,1,Moon
May27-28,850,1,Moon
May27-28,855,1,Moon
May27-28,860,1,Moon
May27-28,865,1,Moon
May27-28,870,1,Moon
May27-28,875,1,Moon
May27-28,880,1,Moon
May27-28,885,1,Moon
May27-28,890,1,Moon
May27-28,895,1,Moon
May27-28,900,1,Moon
May27-28,905,1,Moon
May27-28,910,1,Moon
May27-28,915,1,Moon
May27-28,920,1,Moon
May27-28,925,1,Moon
May27-28,930,1,Moon
May27-28,935,1,Moon
May27-28,940,1,Moon
May27-28,945,1,Moon
May27-28,950,1,Moon
May27-28,955,1,Moon
May27-28,960,1,Moon
May27-28,965,1,Moon
May27-28,970,1,Moon
May27-28,975,1,Moon
May27-28,980,1,Moon
May27-28,985,1,Moon
May27-28,990,1,Moon
May27-28,995,1,Moon
May27-28,1000,1,Moon
May27-28,1005,1,Moon
May27-28,1010,1,Moon
May27-28,1015,1,Moon
May27-28,1020,1,Moon
May27-28,1025,1,Moon
May27-28,1030,1,Moon
May27-28,1035,1,Moon
May27-28,1040,1,Moon
May27-28,1045,1,Moon
May27-28,1050,1,Moon
May27-28,1055,1,Moon
May27-28,1060,1,Moon
May27-28,1065,1,Moon
May27-28,1070,1,Moon
May27-28,1075,1,Moon
May27-28,1080,1,Moon
May27-28,1085,1,Moon
May27-28,1090,1,Moon
May27-28,1095,1,Moon
May27-28,1100,1,Moon
May27-28,1105,1,Moon
May27-28,1110,1,Moon
May27-28,1115,1,Moon
May27-28,1120,1,Moon
May27-28,1125,1,Moon
May27-28,1130,1,Moon
May27-28,1135,1,Moon
May27-28,1140,1,Moon
May27-28,1145,1,Moon
May27-28,1150,1,Moon
May27-28,1155,1,Moon
May27-28,1160,1,Moon
May27-28,1165,1,Moon
May27-28,1170,1,Moon
May27-28,1175,1,Moon
May27-28,1180,1,Moon
May27-28,1185,1,Moon
May27-28,1190,1,Moon
May27-28,1195,1,Moon
May27-28,1200,1,Moon
May27-28,1205,1,Moon
May27-28,1210,1,Moon
May27-28,1215,1,Moon
May27-28,1220,1,Moon
May27-28,1225,1,Moon
May27-28,1230,1,Moon
May27-28,1235,1,Moon
May27-28,1240,1,Moon
May27-28,1245,1,Moon
May27-28,1250,1,Moon
May27-28,1255,1,Moon
May27-28,1260,1,Moon
May27-28,1265,1,Moon
May27-28,1270,1,Moon
May27-28,1275,1,Moon
May27-28,1280,1,Moon
May27-28,1285,1,Moon
May27-28,1290,1,Moon
May27-28,1295,1,Moon
May27-28,1300,1,Moon
May27-28,1305,1,Moon
May27-28,1310,1,Moon
May27-28,1315,1,Moon
May27-28,1320,1,Moon
May27-28,1325,1,Moon
May27-28,1330,1,Moon
May27-28,1335,1,Moon
May27-28,1340,1,Moon
May27-28,1345,1,Moon
May27-28,1350,1,Moon
May27-28,1355,1,Moon
May27-28,1360,1,Moon
May27-28,1365,1,Moon
May27-28,1370,1,Moon
May27-28,1375,1,Moon
May27-28,1380,1,Moon
May27-28,1385,1,Moon
May27-28,1390,1,Moon
May27-28,1395,1,Moon
May27-28,1400,1,Moon
May27-28,1405,1,Moon
May27-28,1410,1,Moon
May27-28,1415,1,Moon
May27-28,1420,1,Moon
May27-28,1425,1,Moon
May27-28,1430,1,Moon
May27-28,1435,1,Moon
May27-28,1440,1,Moon
May27-28,1445,1,Moon
May27-28,1450,1,Moon
May27-28,1455,1,Moon
May27-28,1460,1,Moon
May27-28,1465,1,Moon
May27-28,1470,1,Moon
May27-28,1475,1,Moon
May27-28,1480,1,Moon
May27-28,1485,1,Moon
May27-28,1490,1,Moon
May27-28,1495,1,Moon
May27-28,1500,1,Moon
May27-28,1505,1,Moon
May27-28,1510,1,Moon
May27-28,1515,1,Moon
May27-28,1520,1,Moon
May27-28,1525,1,Moon
May27-28,1530,1,Moon
May27-28,1535,1,Moon
May27-28,1540,1,Moon
May27-28,1545,1,Moon
May27-28,1550,1,Moon
May27-28,1555,1,Moon
May27-28,1560,1,Moon
May27-28,1565,1,Moon
May27-28,1570,1,Moon
May27-28,1575,1,Moon
May27-28,1580,1,Moon
May27-28,1585,1,Moon
May27-28,1590,1,Moon
May27-28,1600,0,Clear
May27-28,1605,0,Clear
May27-28,1610,0,Clear
May27-28,1615,0,Clear
May27-28,1620,0,Clear
May27-28,1625,0,Clear
May27-28,1630,0,Clear
May27-28,1635,0,Clear
May27-28,1640,0,Clear
May27-28,1645,0,Clear
May27-28,1650,0,Clear
May27-28,1655,0,Clear
May27-28,1660,0,Clear
May27-28,1665,0,Clear
May27-28,1670,0,Clear
May27-28,1675,0,Clear
May27-28,1680,0,Clear
May27-28,1685,0,Clear
May27-28,1690,0,Clear
May27-28,1695,0,Clear
May27-28,1700,0,Clear
May27-28,1705,0,Clear
May27-28,1710,0,Clear
May27-28,1715,0,Clear
May27-28,1720,0,Clear
May27-28,1725,0,Clear
May27-28,1730,0,Clear
May27-28,1735,0,Clear
May27-28,1740,0,Clear
May27-28,1745,0,Clear
May27-28,1750,0,Clear
May27-28,1755,0,Clear
May27-28,1760,0,Clear
May27-28,1765,0,Clear
May27-28,1770,0,Clear
May27-28,1775,0,Clear
May27-28,1780,0,Clear
May27-28,1785,0,Clear
May27-28,1790,0,Clear
May27-28,1795,0,Clear
May27-28,1800,0,Clear
May27-28,1805,0,Clear
May27-28,1810,0,Clear
May27-28,1815,0,Clear
May27-28,1820,0,Clear
May27-28,1825,0,Clear
May27-28,1830,0,Clear
May27-28,1835,0,Clear
May27-28,1840,0,Clear
May27-28,1845,0,Clear
May27-28,1850,0,Clear
May27-28,1855,0,Clear
May27-28,1860,0,Clear
May27-28,1865,0,Clear
May27-28,1870,0,Clear
May27-28,1875,0,Clear
May27-28,1880,0,Clear
May27-28,1885,0,Clear
May27-28,1890,0,Clear
May27-28,1895,0,Clear
May27-28,1900,0,Clear
May27-28,1905,0,Clear
May27-28,1910,0,Clear
May27-28,1915,0,Clear
May27-28,1920,0,Clear
May27-28,1925,0,Clear
May27-28,1930,0,Clear
May27-28,1935,0,Clear
May27-28,1940,0,Clear
May27-28,1945,0,Clear
May27-28,1950,0,Clear
May27-28,1955,0,Clear
May27-28,1960,0,Clear
May27-28,1965,0,Clear
May27-28,1970,0,Clear
May27-28,1975,0,Clear
May27-28,1980,0,Clear
May27-28,1985,0,Clear
May27-28,1990,0,Clear
May27-28,1995,0,Clear
May27-28,2000,0,Clear
May27-28,2005,0,Clear
May27-28,2010,0,Clear
May27-28,2015,0,Clear
May27-28,2020,0,Clear
May27-28,2025,0,Clear
May27-28,2030,0,Clear
May27-28,2035,0,Clear
May27-28,2040,0,Clear
May27-28,2045,0,Clear
May27-28,2050,0,Clear
May27-28,2055,0,Clear
May27-28,2060,0,Clear
May27-28,2065,0,Clear
May27-28,2070,0,Clear
May27-28,2075,0,Clear
May27-28,2080,0,Clear
May27-28,2085,0,Clear
May27-28,2090,0,Clear
May27-28,2095,0,Clear
May27-28,2100,0,Clear
May27-28,2105,0,Clear
May27-28,2110,0,Clear
May27-28,2115,0,Clear
May27-28,2120,0,Clear
May27-28,2125,0,Clear
May27-28,2130,0,Clear
May27-28,2135,0,Clear
May27-28,2140,0,Clear
May27-28,2145,0,Clear
May27-28,2150,0,Clear
May27-28,2155,0,Clear
May27-28,2160,0,Clear
May27-28,2165,0,Clear
May27-28,2170,0,Clear
May27-28,2175,0,Clear
May27-28,2180,0,Clear
May27-28,2185,0,Clear
May27-28,2190,0,Clear
May27-28,2195,0,Clear
May27-28,2200,0,Clear
May27-28,2205,0,Clear
May27-28,2210,0,Clear
May27-28,2215,0,Clear
May27-28,2220,0,Clear
May27-28,2225,0,Clear
May27-28,2230,0,Clear
May27-28,2235,0,Clear
May27-28,2240,0,Clear
May27-28,2245,0,Clear
May27-28,2250,0,Clear
May27-28,2255,0,Clear
May27-28,2260,0,Clear
May27-28,2265,0,Clear
May27-28,2270,0,Clear
May27-28,2275,0,Clear
May27-28,2280,0,Clear
May27-28,2285,0,Clear
May27-28,2290,0,Clear
May27-28,2295,0,Clear
May27-28,2300,0,Clear
May27-28,2305,0,Clear
May27-28,2310,0,Clear
May27-28,2315,0,Clear
May27-28,2320,0,Clear
May27-28,2325,0,Clear
May27-28,2330,0,Clear
May27-28,2335,0,Clear
May27-28,2340,0,Clear
May27-28,2345,0,Clear
May27-28,2350,0,Clear
May27-28,2355,0,Clear
May27-28,2360,0,Clear
May27-28,2365,0,Clear
May27-28,2370,0,Clear
May27-28,2375,0,Clear
May27-28,2380,0,Clear
May27-28,2385,0,Clear
May27-28,2390,0,Clear
May27-28,2395,0,Clear
May27-28,2400,0,Clear
May27-28,2405,0,Clear
May27-28,2410,0,Clear
May27-28,2415,0,Clear
May27-28,2420,0,Clear
May27-28,2425,0,Clear
May27-28,2430,0,Clear
May27-28,2435,0,Clear
May27-28,2440,0,Clear
May27-28,2445,0,Clear
May27-28,2450,0,Clear
May27-28,2455,0,Clear
May27-28,2460,0,Clear
May27-28,2465,0,Clear
May27-28,2470,0,Clear
May27-28,2475,0,Clear
May27-28,2480,0,Clear
May27-28,2485,0,Clear
May27-28,2490,0,Clear
May27-28,2495,0,Clear
May27-28,2500,0,Clear
May27-28,2505,0,Clear
May27-28,2510,0,Clear
May27-28,2515,0,Clear
May27-28,2520,0,Clear
May27-28,2525,0,Clear
May27-28,2530,0,Clear
May27-28,2535,0,Clear
May27-28,2540,0,Clear
May27-28,2545,0,Clear
May27-28,2550,0,Clear
May27-28,2555,0,Clear
May27-28,2560,0,Clear
May27-28,2565,0,Clear
May27-28,2570,0,Clear
May27-28,2575,0,Clear
May27-28,2580,0,Clear
May27-28,2585,0,Clear
May27-28,2590,0,Clear
May27-28,2595,0,Clear
May27-28,2600,0,Clear
May27-28,2605,0,Clear
May27-28,2610,0,Clear
May27-28,2615,0,Clear
May27-28,2620,0,Clear
May27-28,2625,0,Clear
May27-28,2630,0,Clear
May27-28,2635,0,Clear
May27-28,2640,0,Clear
May27-28,2645,0,Clear
May27-28,2650,0,Clear
May27-28,2655,0,Clear
May27-28,2660,0,Clear
May27-28,2665,0,Clear
May27-28,2670,0,Clear
May27-28,2675,0,Clear
May27-28,2680,0,Clear
May27-28,2685,0,Clear
May27-28,2690,0,Clear
May27-28,2695,0,Clear
May27-28,2700,0,Clear
May27-28,2705,0,Clear
May27-28,2710,0,Clear
May27-28,2715,0,Clear
May27-28,2720,0,Clear
May27-28,2725,0,Clear
May27-28,2730,0,Clear
May27-28,2735,0,Clear
May27-28,2740,0,Clear
May27-28,2745,0,Clear
May27-28,2750,0,Clear
May27-28,2755,0,Clear
May27-28,2760,0,Clear
May27-28,2765,0,Clear
May27-28,2770,0,Clear
May27-28,2775,0,Clear
May27-28,2780,0,Clear
May27-28,2785,0,Clear
May27-28,2790,0,Clear
May27-28,2795,0,Clear
May27-28,2800,0,Clear
May27-28,2805,0,Clear
May27-28,2810,0,Clear
May27-28,2815,0,Clear
May27-28,2820,0,Clear
May27-28,2825,0,Clear
May27-28,2830,0,Clear
May27-28,2835,0,Clear
May27-28,2840,0,Clear
May27-28,2845,0,Clear
May27-28,2850,0,Clear
May27-28,2855,0,Clear
May27-28,2860,0,Clear
May27-28,2865,0,Clear
May27-28,2870,0,Clear
May27-28,2875,0,Clear
May27-28,2880,0,Clear
May27-28,2885,0,Clear
May27-28,2890,0,Clear
May27-28,2895,0,Clear
May27-28,2900,0,Clear
May27-28,2905,0,Clear
May27-28,2910,0,Clear
May27-28,2915,0,Clear
May27-28,2920,0,Clear
May27-28,2925,0,Clear
May27-28,2930,0,Clear
May27-28,2935,0,Clear
May27-28,2940,0,Clear
May27-28,2945,0,Clear
May27-28,2950,0,Clear
May27-28,2955,0,Clear
May27-28,2960,0,Clear
May27-28,2965,0,Clear
May27-28,2970,0,Clear
May27-28,2975,0,Clear
May27-28,2980,0,Clear
May27-28,2985,0,Clear
May27-28,2990,0,Clear
May27-28,2995,0,Clear
May27-28,3000,0,Clear
May27-28,3005,0,Clear
May27-28,3010,0,Clear
May27-28,3015,0,Clear
May27-28,3020,0,Clear
May27-28,3025,0,Clear
May27-28,3030,0,Clear
May27-28,3035,0,Clear
May27-28,3040,0,Clear
May27-28,3045,0,Clear
May27-28,3050,0,Clear
May27-28,3055,0,Clear
May27-28,3060,0,Clear
May27-28,3065,0,Clear
May27-28,3070,0,Clear
May27-28,3075,0,Clear
May27-28,3080,0,Clear
May27-28,3085,0,Clear
May27-28,3090,0,Clear
May27-28,3095,0,Clear
May27-28,3100,0,Clear
May27-28,3105,0,Clear
May27-28,3110,0,Clear
May27-28,3115,0,Clear
May27-28,3120,0,Clear
May27-28,3125,0,Clear
May27-28,3130,0,Clear
May27-28,3135,0,Clear
May27-28,3140,0,Clear
May27-28,3145,0,Clear
May27-28,3150,0,Clear
May27-28,3155,0,Clear
May27-28,3160,0,Clear
May27-28,3165,0,Clear
May27-28,3170,0,Clear
May27-28,3175,0,Clear
May27-28,3180,0,Clear
May27-28,3185,0,Clear
May27-28,3190,0,Clear
May27-28,3195,0,Clear
May27-28,3200,0,Clear
May27-28,3205,0,Clear
May27-28,3210,0,Clear
May27-28,3215,0,Clear
May27-28,3220,0,Clear
May27-28,3225,0,Clear
May27-28,3230,0,Clear
May27-28,3235,0,Clear
May27-28,3240,0,Clear
May27-28,3245,0,Clear
May27-28,3250,0,Clear
May27-28,3255,0,Clear
May27-28,3260,0,Clear
May27-28,3265,0,Clear
May27-28,3270,0,Clear
May27-28,3275,0,Clear
May27-28,3280,0,Clear
May27-28,3285,0,Clear
May27-28,3290,0,Clear
May27-28,3295,0,Clear
May27-28,3300,0,Clear
May27-28,3305,0,Clear
May27-28,3310,0,Clear
May27-28,3315,0,Clear
May27-28,3320,0,Clear
May27-28,3325,0,Clear
May27-28,3330,0,Clear
May27-28,3335,0,Clear
May27-28,3340,0,Clear
May27-28,3345,0,Clear
May27-28,3350,0,Clear
May27-28,3355,0,Clear
May27-28,3360,0,Clear
May27-28,3365,0,Clear
May27-28,3370,0,Clear
May27-28,3375,0,Clear
May27-28,3380,0,Clear
May27-28,3385,0,Clear
May27-28,3390,0,Clear
May27-28,3395,0,Clear
May27-28,3400,0,Clear
May27-28,3405,0,Clear
May27-28,3410,0,Clear
May27-28,3415,0,Clear
May27-28,3420,0,Clear
May27-28,3425,0,Clear
May27-28,3430,0,Clear
May27-28,3435,0,Clear
May27-28,3440,0,Clear
May27-28,3445,0,Clear
May27-28,3450,0,Clear
May27-28,3455,0,Clear
May27-28,3460,0,Clear
May27-28,3465,0,Clear
May27-28,3470,0,Clear
May27-28,3475,0,Clear
May27-28,3480,0,Clear
May27-28,3485,0,Clear
May27-28,3490,0,Clear
May27-28,3495,0,Clear
May27-28,3500,0,Clear
May27-28,3505,0,Clear
May27-28,3510,0,Clear
May27-28,3515,0,Clear
May27-28,3520,0,Clear
May27-28,3525,0,Clear
May27-28,3530,0,Clear
May27-28,3535,0,Clear
May27-28,3540,0,Clear
May27-28,3545,0,Clear
May27-28,3550,0,Clear
May27-28,3555,0,Clear
May27-28,3560,0,Clear
May27-28,3565,0,Clear
May27-28,3570,0,Clear
May27-28,3575,0,Clear
May27-28,3580,0,Clear
May27-28,3585,0,Clear
May27-28,3590,0,Clear
May27-28,3595,0,Clear
May27-28,3600,0,Clear
May27-28,3605,0,Clear
May27-28,3610,0,Clear
May27-28,3615,0,Clear
May27-28,3620,0,Clear
May27-28,3625,0,Clear
May27-28,3630,0,Clear
May27-28,3635,0,Clear
May27-28,3640,0,Clear
May27-28,3645,0,Clear
May27-28,3650,0,Clear
May27-28,3655,0,Clear
May27-28,3660,0,Clear
May27-28,3665,0,Clear
May27-28,3670,0,Clear
May27-28,3675,0,Clear
May27-28,3680,0,Clear
May27-28,3685,0,Clear
May27-28,3690,0,Clear
May27-28,3695,0,Clear
May27-28,3700,0,Clear
May27-28,3705,0,Clear
May27-28,3710,0,Clear
May27-28,3715,0,Clear
May27-28,3720,0,Clear
May27-28,3725,0,Clear
May27-28,3730,0,Clear
May27-28,3735,0,Clear
May27-28,3740,0,Clear
May27-28,3745,0,Clear
May27-28,3750,0,Clear
May27-28,3755,0,Clear
May27-28,3760,0,Clear
May27-28,3765,0,Clear
May27-28,3770,0,Clear
May27-28,3775,0,Clear
May27-28,3780,0,Clear
May27-28,3785,0,Clear
May27-28,3790,0,Clear
May27-28,3795,0,Clear
May27-28,3800,0,Clear
May27-28,3805,0,Clear
May27-28,3810,0,Clear
May27-28,3815,0,Clear
May27-28,3820,0,Clear
May27-28,3825,0,Clear
May27-28,3830,0,Clear
May27-28,3835,0,Clear
May27-28,3840,0,Clear
May27-28,3845,0,Clear
May27-28,3850,0,Clear
May27-28,3855,0,Clear
May27-28,3860,0,Clear
May27-28,3865,0,Clear
May27-28,3870,0,Clear
May27-28,3875,0,Clear
May27-28,3880,0,Clear
May27-28,3885,0,Clear
May27-28,3890,0,Clear
May27-28,3895,0,Clear
May27-28,3900,0,Clear
May27-28,3905,0,Clear
May27-28,3910,0,Clear
May27-28,3915,0,Clear
May27-28,3920,0,Clear
May27-28,3925,0,Clear
May27-28,3930,0,Clear
May27-28,3935,0,Clear
May27-28,3940,0,Clear
May27-28,3945,0,Clear
May27-28,3950,0,Clear
May27-28,3955,0,Clear
May27-28,3960,0,Clear
May27-28,3965,0,Clear
May27-28,3970,0,Clear
May27-28,3975,0,Clear
May27-28,3980,0,Clear
May27-28,3985,0,Clear
May27-28,3990,0,Clear
May27-28,3995,0,Clear
May27-28,4000,0,Clear
May27-28,4005,0,Clear
May27-28,4010,0,Clear
May27-28,4015,0,Clear
May27-28,4020,0,Clear
May27-28,4025,0,Clear
May27-28,4030,0,Clear
May27-28,4035,0,Clear
May27-28,4040,0,Clear
May27-28,4045,0,Clear
May27-28,4050,0,Clear
May27-28,4055,0,Clear
May27-28,4060,0,Clear
May27-28,4065,0,Clear
May27-28,4070,0,Clear
May27-28,4075,0,Clear
May27-28,4080,0,Clear
May27-28,4085,0,Clear
May27-28,4090,0,Clear
May27-28,4095,0,Clear
May27-28,4100,0,Clear
May27-28,4105,0,Clear
May27-28,4110,0,Clear
May27-28,4115,0,Clear
May27-28,4120,0,Clear
May27-28,4125,0,Clear
May27-28,4130,0,Clear
May27-28,4135,0,Clear
May27-28,4140,0,Clear
May27-28,4145,0,Clear
May27-28,4150,0,Clear
May27-28,4155,0,Clear
May27-28,4160,0,Clear
May27-28,4165,0,Clear
May27-28,4170,0,Clear
May27-28,4175,0,Clear
May27-28,4180,0,Clear
May27-28,4185,0,Clear
May27-28,4190,0,Clear
May27-28,4195,0,Clear
May27-28,4200,0,Clear
May27-28,4205,0,Clear
May27-28,4210,0,Clear
May27-28,4215,0,Clear
May27-28,4220,0,Clear
May27-28,4225,0,Clear
May27-28,4230,0,Clear
May27-28,4235,0,Clear
May27-28,4240,0,Clear
May27-28,4245,0,Clear
May27-28,4250,0,Clear
May27-28,4255,0,Clear
May27-28,4260,0,Clear
May27-28,4265,0,Clear
May27-28,4270,0,Clear
May27-28,4275,0,Clear
May27-28,4280,0,Clear
May27-28,4285,0,Clear
May27-28,4290,0,Clear
May27-28,4295,0,Clear
May27-28,4300,0,Clear
May27-28,4305,0,Clear
May27-28,4310,0,Clear
May27-28,4315,0,Clear
May27-28,4320,0,Clear
May27-28,4325,0,Clear
May27-28,4330,0,Clear
May27-28,4335,0,Clear
May27-28,4340,0,Clear
May27-28,4345,0,Clear
May27-28,4350,0,Clear
May27-28,4355,0,Clear
May27-28,4360,0,Clear
May27-28,4365,0,Clear
May27-28,4370,0,Clear
May27-28,4375,0,Clear
May27-28,4380,0,Clear
May27-28,4385,0,Clear
May27-28,4390,0,Clear
May27-28,4395,0,Clear
May27-28,4400,0,Clear
May27-28,4405,0,Clear
May27-28,4410,0,Clear
May27-28,4415,0,Clear
May27-28,4420,0,Clear
May27-28,4425,0,Clear
May27-28,4430,0,Clear
May27-28,4435,0,Clear
May27-28,4440,0,Clear
May27-28,4445,0,Clear
May27-28,4450,0,Clear
May27-28,4455,0,Clear
May27-28,4460,0,Clear
May27-28,4465,0,Clear
May27-28,4470,0,Clear
May27-28,4475,0,Clear
May27-28,4480,0,Clear
May27-28,4485,0,Clear
May27-28,4490,0,Clear
May27-28,4495,0,Clear
May27-28,4500,0,Clear
May27-28,4505,0,Clear
May27-28,4510,0,Clear
May27-28,4515,0,Clear
May27-28,4520,0,Clear
May27-28,4525,0,Clear
May27-28,4530,0,Clear
May27-28,4535,0,Clear
May27-28,4540,0,Clear
May27-28,4545,0,Clear
May27-28,4550,0,Clear
May27-28,4555,0,Clear
May27-28,4560,0,Clear
May27-28,4565,0,Clear
May27-28,4570,0,Clear
May27-28,4575,0,Clear
May27-28,4580,0,Clear
May27-28,4585,0,Clear
May27-28,4590,0,Clear
May27-28,4595,0,Clear
May27-28,4600,0,Clear
May27-28,4605,0,Clear
May27-28,4610,0,Clear
May27-28,4615,0,Clear
May27-28,4620,0,Clear
May27-28,4625,0,Clear
May27-28,4630,0,Clear
May27-28,4635,0,Clear
May27-28,4640,0,Clear
May27-28,4645,0,Clear
May27-28,4650,0,Clear
May27-28,4655,0,Clear
May27-28,4660,0,Clear
May27-28,4665,0,Clear
May27-28,4670,0,Clear
May27-28,4675,0,Clear
May27-28,4680,0,Clear
May27-28,4685,0,Clear
May27-28,4690,0,Clear
May27-28,4695,0,Clear
May27-28,4700,0,Clear
May27-28,4705,0,Clear
May27-28,4710,0,Clear
May27-28,4715,0,Clear
May27-28,4720,0,Clear
May27-28,4725,0,Clear
May27-28,4730,0,Clear
May27-28,4735,0,Clear
May27-28,4740,0,Clear
May27-28,4745,0,Clear
May27-28,4750,0,Clear
May27-28,4755,0,Clear
May27-28,4760,0,Clear
May27-28,4765,0,Clear
May27-28,4770,0,Clear
May27-28,4775,0,Clear
May27-28,4780,0,Clear
May27-28,4785,0,Clear
May27-28,4790,0,Clear
May27-28,4795,0,Clear
May27-28,4800,0,Clear
May27-28,4805,0,Clear
May27-28,4810,0,Clear
May27-28,4815,0,Clear
May27-28,4820,0,Clear
May27-28,4825,0,Clear
May27-28,4830,0,Clear
May27-28,4835,0,Clear
May27-28,4840,0,Clear
May27-28,4845,0,Clear
May27-28,4850,0,Clear
May27-28,4855,0,Clear
May27-28,4860,0,Clear
May27-28,4865,0,Clear
May27-28,4870,0,Clear
May27-28,4875,0,Clear
May27-28,4880,0,Clear
May27-28,4885,0,Clear
May27-28,4890,0,Clear
May27-28,4895,0,Clear
May27-28,4900,0,Clear
May27-28,4905,0,Clear
May27-28,4910,0,Clear
May27-28,4915,0,Clear
May27-28,4920,0,Clear
May27-28,4925,0,Clear
May27-28,4930,0,Clear
May27-28,4935,0,Clear
May27-28,4940,0,Clear
May27-28,4945,0,Clear
May27-28,4950,0,Clear
May27-28,4955,0,Clear
May27-28,4960,0,Clear
May27-28,4965,0,Clear
May27-28,4970,0,Clear
May27-28,4975,0,Clear
May27-28,4980,0,Clear
May27-28,4985,0,Clear
May27-28,4990,0,Clear
May27-28,4995,0,Clear
May27-28,5000,0,Clear
May27-28,5005,0,Clear
May27-28,5010,0,Clear
May27-28,5015,0,Clear
May27-28,5020,0,Clear
May27-28,5025,0,Clear
May27-28,5030,0,Clear
May27-28,5035,0,Clear
May27-28,5040,0,Clear
May27-28,5045,0,Clear
May27-28,5050,0,Clear
May27-28,5055,0,Clear
May27-28,5060,0,Clear
